Lobbyist,Client,Position,Start date,End date,Bill #,Subject
"Navas, David",Health District of Northern Larimer County,Monitoring,02/21/2024,06/30/2024,SB24-073,Maximum Number of Employees to Qualify as Small Employer
"Berry, Travis David",KAISER PERMANENTE,Monitoring,01/31/2024,06/30/2024,SB24-073,Maximum Number of Employees to Qualify as Small Employer
Politicalworks,KAISER PERMANENTE,Monitoring,01/31/2024,06/30/2024,SB24-073,Maximum Number of Employees to Qualify as Small Employer
"Groves, Shannon E",Kaiser Foundation Health Plan,Monitoring,01/31/2024,06/30/2024,SB24-073,Maximum Number of Employees to Qualify as Small Employer
"GAGLIARDI, A. F. (TONY)",NATIONAL FEDERATION OF INDEPENDENT BUSINESS,Supporting,02/05/2024,06/30/2024,SB24-073,Maximum Number of Employees to Qualify as Small Employer
Capitol Solutions/Sandra Hagen Solin,NORTHERN COLO LEGIS ALLIANCE,Monitoring,02/01/2024,06/30/2024,SB24-073,Maximum Number of Employees to Qualify as Small Employer
"Capitol Focus, LLC",POLITICAL ACTION TRUST AND COMMITTEE,Monitoring,01/25/2024,06/30/2024,SB24-073,Maximum Number of Employees to Qualify as Small Employer
"Gates, Landon",POLITICAL ACTION TRUST AND COMMITTEE,Monitoring,01/25/2024,06/30/2024,SB24-073,Maximum Number of Employees to Qualify as Small Employer
"Herzberg, Brock",POLITICAL ACTION TRUST AND COMMITTEE,Monitoring,01/25/2024,06/30/2024,SB24-073,Maximum Number of Employees to Qualify as Small Employer
"ABBOUD, GERALD P",POWERSPORTS DEALERS ASSN. OF CO,Supporting,03/01/2024,06/30/2024,SB24-073,Maximum Number of Employees to Qualify as Small Employer
"Capitol Focus, LLC",POWERSPORTS DEALERS ASSN. OF CO,Monitoring,01/24/2024,06/30/2024,SB24-073,Maximum Number of Employees to Qualify as Small Employer
"Gates, Landon",POWERSPORTS DEALERS ASSN. OF CO,Monitoring,01/24/2024,06/30/2024,SB24-073,Maximum Number of Employees to Qualify as Small Employer
"Herzberg, Brock",POWERSPORTS DEALERS ASSN. OF CO,Monitoring,01/24/2024,06/30/2024,SB24-073,Maximum Number of Employees to Qualify as Small Employer
"Criswell, Dianne M.",Special District Association of Colorado,Monitoring,01/23/2024,06/30/2024,SB24-073,Maximum Number of Employees to Qualify as Small Employer
"VALDEZ, MICHAEL A",Special District Association of Colorado,Monitoring,01/23/2024,06/30/2024,SB24-073,Maximum Number of Employees to Qualify as Small Employer
"Singer, Jonathan",The Boulder Chamber,Monitoring,01/30/2024,06/30/2024,SB24-073,Maximum Number of Employees to Qualify as Small Employer
"Virtual Operations, LLC",The Boulder Chamber,Monitoring,01/28/2024,06/30/2024,SB24-073,Maximum Number of Employees to Qualify as Small Employer
"TIBBALS, KAYLA",United Health Care/United Health Group,Monitoring,04/08/2024,06/30/2024,SB24-073,Maximum Number of Employees to Qualify as Small Employer
"O'Connell, Daniel T.","United HealthCare Services, Inc.",Monitoring,04/05/2024,06/30/2024,SB24-073,Maximum Number of Employees to Qualify as Small Employer
Sloan & Associates Public Affairs,Westminster Chamber of Commerce,Supporting,01/31/2024,06/30/2024,SB24-073,Maximum Number of Employees to Qualify as Small Employer
"Gorenc, Matthew A",Colorado Department of Regulatory Agencies,,03/01/2024,05/31/2024,SB24-073,Maximum Number of Employees to Qualify as Small Employer
"Aponte Public Affairs, Inc.",Colorado Nonprofit Association (CNA),Monitoring,01/23/2024,05/31/2024,SB24-073,Maximum Number of Employees to Qualify as Small Employer
"BUSAM, EDIE A",Colorado Nonprofit Association (CNA),Monitoring,01/23/2024,05/31/2024,SB24-073,Maximum Number of Employees to Qualify as Small Employer
"Vigoda, Lindsey",Small Business Majority,Opposing,01/23/2024,05/10/2024,SB24-073,Maximum Number of Employees to Qualify as Small Employer
"Vigoda, Lindsey",Small Business Majority,Monitoring,03/19/2024,05/10/2024,SB24-073,Maximum Number of Employees to Qualify as Small Employer
"Stonner, Hope Alina",Colorado Consumer Health Initiative,Amending,02/12/2024,05/08/2024,SB24-073,Maximum Number of Employees to Qualify as Small Employer
"Weaver Strategies, LLC",Colorado Springs Chamber & EDC,Monitoring,01/26/2024,05/08/2024,SB24-073,Maximum Number of Employees to Qualify as Small Employer
Colorado Legislative Strategies,South Metro Denver Chamber,Supporting,02/07/2024,05/08/2024,SB24-073,Maximum Number of Employees to Qualify as Small Employer
"LAYTON, MELANIE M.",South Metro Denver Chamber,Supporting,02/07/2024,05/08/2024,SB24-073,Maximum Number of Employees to Qualify as Small Employer
"VORTHMANN, GARIN",South Metro Denver Chamber,Supporting,02/07/2024,05/08/2024,SB24-073,Maximum Number of Employees to Qualify as Small Employer
"Wood, Andrew T.",South Metro Denver Chamber,Supporting,02/07/2024,05/08/2024,SB24-073,Maximum Number of Employees to Qualify as Small Employer
"Woodhouse, Caroline",South Metro Denver Chamber,Supporting,02/07/2024,05/08/2024,SB24-073,Maximum Number of Employees to Qualify as Small Employer
"Weaver Strategies, LLC",US of Care Action,Amending,02/27/2024,05/08/2024,SB24-073,Maximum Number of Employees to Qualify as Small Employer
"PENN, JENNIFER L.",National Assoc. of Benefits & Insurance Professionals (NABIP),Monitoring,02/07/2024,05/06/2024,SB24-073,Maximum Number of Employees to Qualify as Small Employer
76 Group,Forward Global on behalf of Vapor Technology Association,Monitoring,02/01/2024,04/30/2024,SB24-073,Maximum Number of Employees to Qualify as Small Employer
"TIBBALS, KAYLA",United Health Care/United Health Group,Amending,03/22/2024,04/05/2024,SB24-073,Maximum Number of Employees to Qualify as Small Employer
"O'Connell, Daniel T.","United HealthCare Services, Inc.",Amending,03/22/2024,04/04/2024,SB24-073,Maximum Number of Employees to Qualify as Small Employer
"Cruz, Isabel Ariel",Colorado Consumer Health Initiative,Opposing,02/21/2024,03/25/2024,SB24-073,Maximum Number of Employees to Qualify as Small Employer
"Adam, Fox Bennett",Colorado Consumer Health Initiative,Opposing,02/12/2024,03/24/2024,SB24-073,Maximum Number of Employees to Qualify as Small Employer
"TIBBALS, KAYLA",United Health Care/United Health Group,Monitoring,02/09/2024,03/22/2024,SB24-073,Maximum Number of Employees to Qualify as Small Employer
"O'Connell, Daniel T.","United HealthCare Services, Inc.",Monitoring,02/09/2024,03/22/2024,SB24-073,Maximum Number of Employees to Qualify as Small Employer
"Orrange Political Strategies, LLC","Elevance Health, and its Affiliates dba Anthem, Inc.",Monitoring,02/13/2024,03/21/2024,SB24-073,Maximum Number of Employees to Qualify as Small Employer
"Flores, Beau",Vapor Technology Association,Monitoring,02/01/2024,03/19/2024,SB24-073,Maximum Number of Employees to Qualify as Small Employer
"Gist, Sarah C",Vapor Technology Association,Monitoring,02/01/2024,03/19/2024,SB24-073,Maximum Number of Employees to Qualify as Small Employer
"ZAMBRANO, JAKE",Vapor Technology Association,Monitoring,02/01/2024,03/19/2024,SB24-073,Maximum Number of Employees to Qualify as Small Employer
"Cruz, Isabel Ariel",Colorado Consumer Health Initiative,Amending,02/12/2024,02/21/2024,SB24-073,Maximum Number of Employees to Qualify as Small Employer
"Biniki, Emily",Colorado Nonprofit Association (CNA),Monitoring,01/29/2024,01/31/2024,SB24-073,Maximum Number of Employees to Qualify as Small Employer
"Frontline Public Affairs (Miles Consulting, Inc.)",COLORADO COMMUNITY HEALTH NETWORK,Supporting,03/25/2024,06/30/2024,HB24-1399,Discounted Care for Indigent Patients
"MILES, JENNIFER L",COLORADO COMMUNITY HEALTH NETWORK,Supporting,03/25/2024,06/30/2024,HB24-1399,Discounted Care for Indigent Patients
"Frontline Public Affairs (Miles Consulting, Inc.)",Colorado Center on Law and Policy,Supporting,03/26/2024,06/30/2024,HB24-1399,Discounted Care for Indigent Patients
"MILES, JENNIFER L",Colorado Center on Law and Policy,Supporting,03/26/2024,06/30/2024,HB24-1399,Discounted Care for Indigent Patients
"Ward, Lisa Ann",Colorado Center on Law and Policy,Supporting,03/26/2024,06/30/2024,HB24-1399,Discounted Care for Indigent Patients
"Anderson, Polly",Colorado Community Health Network,Supporting,04/02/2024,06/30/2024,HB24-1399,Discounted Care for Indigent Patients
"Brooks, Stephanie",Colorado Community Health Network,Supporting,04/02/2024,06/30/2024,HB24-1399,Discounted Care for Indigent Patients
"McElwain, Kate",Colorado Community Health Network,Supporting,04/02/2024,06/30/2024,HB24-1399,Discounted Care for Indigent Patients
"Preuss, Shoshi",Colorado Community Health Network,Supporting,04/02/2024,06/30/2024,HB24-1399,Discounted Care for Indigent Patients
"Ward, Lisa Ann",Colorado Community Health Network,Supporting,03/25/2024,06/30/2024,HB24-1399,Discounted Care for Indigent Patients
BRANDEBERRY MCKENNA PUBLIC AFFAIRS,Colorado Hospital Association,Supporting,04/05/2024,06/30/2024,HB24-1399,Discounted Care for Indigent Patients
"BRANDEBERRY, JENIFER",Colorado Hospital Association,Supporting,04/05/2024,06/30/2024,HB24-1399,Discounted Care for Indigent Patients
"Frazier, Bridget",Colorado Hospital Association,Supporting,04/05/2024,06/30/2024,HB24-1399,Discounted Care for Indigent Patients
"MCKENNA, JULIE",Colorado Hospital Association,Supporting,04/05/2024,06/30/2024,HB24-1399,Discounted Care for Indigent Patients
"Capitol Focus, LLC",HCA-THE HEALTHCARE COMPANY,Monitoring,05/03/2024,06/30/2024,HB24-1399,Discounted Care for Indigent Patients
"Gates, Landon",HCA-THE HEALTHCARE COMPANY,Monitoring,05/03/2024,06/30/2024,HB24-1399,Discounted Care for Indigent Patients
"Herzberg, Brock",HCA-THE HEALTHCARE COMPANY,Monitoring,05/03/2024,06/30/2024,HB24-1399,Discounted Care for Indigent Patients
"Navas, David",Health District of Northern Larimer County,Monitoring,04/03/2024,06/30/2024,HB24-1399,Discounted Care for Indigent Patients
"Ewing, Joshua",Colorado Hospital Association,Supporting,04/05/2024,05/16/2024,HB24-1399,Discounted Care for Indigent Patients
"Pray, Bethany Suzanne",Colorado Center on Law & Policy,Supporting,03/26/2024,04/18/2024,HB24-1399,Discounted Care for Indigent Patients
"Zheleznyak, Jacqueline",Advent Health,Supporting,04/23/2024,06/30/2024,SB24-110,Medicaid Prior Authorization Prohibition
"Jones, Abby M",AdventHealth,Supporting,02/13/2024,06/30/2024,SB24-110,Medicaid Prior Authorization Prohibition
"KUIPERS, MELISSA L",AdventHealth,Supporting,02/13/2024,06/30/2024,SB24-110,Medicaid Prior Authorization Prohibition
"Meeks, Jia",AdventHealth,Supporting,02/13/2024,06/30/2024,SB24-110,Medicaid Prior Authorization Prohibition
"Reveley, Cooper",AdventHealth,Supporting,02/26/2024,06/30/2024,SB24-110,Medicaid Prior Authorization Prohibition
"Whelan, Sloane",AdventHealth,Supporting,02/13/2024,06/30/2024,SB24-110,Medicaid Prior Authorization Prohibition
"Neimond, Kevin",Alkermes Inc.,Supporting,02/01/2024,06/30/2024,SB24-110,Medicaid Prior Authorization Prohibition
"GOFF, ERIN E","Alkermes, Inc.",Supporting,02/24/2024,06/30/2024,SB24-110,Medicaid Prior Authorization Prohibition
"HACKENBERGER, MICKI M","Alkermes, Inc.",Supporting,02/01/2024,06/30/2024,SB24-110,Medicaid Prior Authorization Prohibition
"Hackenberger, Carrie","Alkermes, Inc.",Supporting,02/01/2024,06/30/2024,SB24-110,Medicaid Prior Authorization Prohibition
Husch Blackwell Strategies,"Alkermes, Inc.",Supporting,02/01/2024,06/30/2024,SB24-110,Medicaid Prior Authorization Prohibition
"LaBriola, Lisa","Alkermes, Inc.",Supporting,02/01/2024,06/30/2024,SB24-110,Medicaid Prior Authorization Prohibition
"Lo, Elizabeth","Alkermes, Inc.",Supporting,02/01/2024,06/30/2024,SB24-110,Medicaid Prior Authorization Prohibition
"Kyle, MPA, CAE, Henry C",COALITION FOR MEDICAL REFORM,Monitoring,02/24/2024,06/30/2024,SB24-110,Medicaid Prior Authorization Prohibition
Capitol Success Group,COLO BEHAVIORAL HEALTHCARE COUNCIL,Supporting,02/20/2024,06/30/2024,SB24-110,Medicaid Prior Authorization Prohibition
"Frontline Public Affairs (Miles Consulting, Inc.)",COLORADO COMMUNITY HEALTH NETWORK,Supporting,03/05/2024,06/30/2024,SB24-110,Medicaid Prior Authorization Prohibition
"MILES, JENNIFER L",COLORADO COMMUNITY HEALTH NETWORK,Supporting,03/05/2024,06/30/2024,SB24-110,Medicaid Prior Authorization Prohibition
"Mendez, Barkis and Associates",Center for Health Progress,Supporting,03/04/2024,06/30/2024,SB24-110,Medicaid Prior Authorization Prohibition
"Pitlik, Amy",Center for Health Progress,Supporting,03/04/2024,06/30/2024,SB24-110,Medicaid Prior Authorization Prohibition
"Biehle, Ryan",Colorado Academy of Family Physicians,Supporting,02/15/2024,06/30/2024,SB24-110,Medicaid Prior Authorization Prohibition
Emma Hudson Consulting LLC,Colorado Academy of Family Physicians,Supporting,02/16/2024,06/30/2024,SB24-110,Medicaid Prior Authorization Prohibition
"Novel Strategies, LLC",Colorado Academy of Family Physicians,Supporting,02/16/2024,06/30/2024,SB24-110,Medicaid Prior Authorization Prohibition
"Sonn, Edie",Colorado Behavioral Healthcare Council,Supporting,02/12/2024,06/30/2024,SB24-110,Medicaid Prior Authorization Prohibition
Swift Strategies LLC,Colorado Behavioral Healthcare Council,Supporting,02/13/2024,06/30/2024,SB24-110,Medicaid Prior Authorization Prohibition
Cherry Point Strategies,Colorado Chapter College of Emergency Physicans,Monitoring,02/11/2024,06/30/2024,SB24-110,Medicaid Prior Authorization Prohibition
"Anderson, Polly",Colorado Community Health Network,Supporting,03/05/2024,06/30/2024,SB24-110,Medicaid Prior Authorization Prohibition
"Brooks, Stephanie",Colorado Community Health Network,Supporting,03/05/2024,06/30/2024,SB24-110,Medicaid Prior Authorization Prohibition
"McElwain, Kate",Colorado Community Health Network,Supporting,03/05/2024,06/30/2024,SB24-110,Medicaid Prior Authorization Prohibition
"Preuss, Shoshi",Colorado Community Health Network,Supporting,03/05/2024,06/30/2024,SB24-110,Medicaid Prior Authorization Prohibition
"Ward, Lisa Ann",Colorado Community Health Network,Supporting,03/05/2024,06/30/2024,SB24-110,Medicaid Prior Authorization Prohibition
"Capitol Focus, LLC",Colorado Employer Benefit Trust,Monitoring,02/06/2024,06/30/2024,SB24-110,Medicaid Prior Authorization Prohibition
"Gates, Landon",Colorado Employer Benefit Trust,Monitoring,02/06/2024,06/30/2024,SB24-110,Medicaid Prior Authorization Prohibition
"Herzberg, Brock",Colorado Employer Benefit Trust,Monitoring,02/06/2024,06/30/2024,SB24-110,Medicaid Prior Authorization Prohibition
BRANDEBERRY MCKENNA PUBLIC AFFAIRS,Colorado Hospital Association,Monitoring,02/09/2024,06/30/2024,SB24-110,Medicaid Prior Authorization Prohibition
"BRANDEBERRY, JENIFER",Colorado Hospital Association,Monitoring,02/09/2024,06/30/2024,SB24-110,Medicaid Prior Authorization Prohibition
"Frazier, Bridget",Colorado Hospital Association,Monitoring,02/09/2024,06/30/2024,SB24-110,Medicaid Prior Authorization Prohibition
"MCKENNA, JULIE",Colorado Hospital Association,Monitoring,02/09/2024,06/30/2024,SB24-110,Medicaid Prior Authorization Prohibition
Cherry Point Strategies,Colorado Medical Society,Supporting,04/03/2024,06/30/2024,SB24-110,Medicaid Prior Authorization Prohibition
"Hays, Lacey A",Colorado Mental Wellness Network,Supporting,03/18/2024,06/30/2024,SB24-110,Medicaid Prior Authorization Prohibition
"Kramer, Bailey",Colorado Mental Wellness Network,Supporting,03/18/2024,06/30/2024,SB24-110,Medicaid Prior Authorization Prohibition
"Legacy Consulting Colorado, LLC",Colorado Mental Wellness Network,Supporting,03/18/2024,06/30/2024,SB24-110,Medicaid Prior Authorization Prohibition
Cherry Point Strategies,Colorado Orthopedics Society,Monitoring,02/11/2024,06/30/2024,SB24-110,Medicaid Prior Authorization Prohibition
"Mendez, Barkis and Associates",Colorado Psychiatric Society,Supporting,02/14/2024,06/30/2024,SB24-110,Medicaid Prior Authorization Prohibition
"Mendez, Florangel M",Colorado Psychiatric Society,Supporting,02/14/2024,06/30/2024,SB24-110,Medicaid Prior Authorization Prohibition
"Weaver-Hayes, Anna",Colorado Psychiatric Society,Supporting,02/12/2024,06/30/2024,SB24-110,Medicaid Prior Authorization Prohibition
Emma Hudson Consulting LLC,Colorado Society of School Psychologists,Supporting,02/28/2024,06/30/2024,SB24-110,Medicaid Prior Authorization Prohibition
Cavan Consulting,Craig Hospital,Monitoring,02/20/2024,06/30/2024,SB24-110,Medicaid Prior Authorization Prohibition
Denver Health,Denver Health,Supporting,04/29/2024,06/30/2024,SB24-110,Medicaid Prior Authorization Prohibition
"Johnson, Jack Ethan",Disability Law Colorado,Supporting,02/19/2024,06/30/2024,SB24-110,Medicaid Prior Authorization Prohibition
"Kyle, MPA, CAE, Henry C",Golden Gate Manor Transportation,Monitoring,02/24/2024,06/30/2024,SB24-110,Medicaid Prior Authorization Prohibition
"Capitol Focus, LLC",HCA-THE HEALTHCARE COMPANY,Monitoring,02/21/2024,06/30/2024,SB24-110,Medicaid Prior Authorization Prohibition
"Gates, Landon",HCA-THE HEALTHCARE COMPANY,Monitoring,02/21/2024,06/30/2024,SB24-110,Medicaid Prior Authorization Prohibition
"Herzberg, Brock",HCA-THE HEALTHCARE COMPANY,Monitoring,02/21/2024,06/30/2024,SB24-110,Medicaid Prior Authorization Prohibition
"Navas, David",Health District of Northern Larimer County,Supporting,03/05/2024,06/30/2024,SB24-110,Medicaid Prior Authorization Prohibition
"Williams, Alyson Brozovich",Health District of Northern Larimer County,Supporting,03/05/2024,06/30/2024,SB24-110,Medicaid Prior Authorization Prohibition
"Groves, Shannon E",Kaiser Foundation Health Plan,Monitoring,03/19/2024,06/30/2024,SB24-110,Medicaid Prior Authorization Prohibition
G BERRY CORP,LEADING AGE COLORADO,Monitoring,02/09/2024,06/30/2024,SB24-110,Medicaid Prior Authorization Prohibition
"Welsh, Matthew",Lundbeck Pharmaceuticals LLC,Supporting,04/24/2024,06/30/2024,SB24-110,Medicaid Prior Authorization Prohibition
"Anshus, Bridget Rose",Mental Health Colorado,Supporting,02/16/2024,06/30/2024,SB24-110,Medicaid Prior Authorization Prohibition
"Dubray, Megan",Merck Sharp & Dohme LLC.,Supporting,02/09/2024,06/30/2024,SB24-110,Medicaid Prior Authorization Prohibition
